,company_name,specific_bean_origin,ref,review_date,cocoa_percentage,company_location,rating,broad_bean_origin,cluster,mode_cluster
312,Chocolate Con Amor,Uganda,1760,2016,0.7,United States,2.75,Uganda,0,0
313,Chocolate Con Amor,Dominican Republic,1764,2016,0.6,United States,3.0,Dominican Republic,0,0
314,Chocolate Con Amor,Dominican Republic,1764,2016,0.75,United States,3.0,Dominican Republic,0,0
315,Chocolate Con Amor,Ocumare,1764,2016,0.8,United States,3.0,Venezuela,1,0
316,Chocolate Con Amor,Ecuador,1764,2016,0.7,United States,3.25,Ecuador,0,0
317,Chocolate Con Amor,Nicaragua,1768,2016,0.8,United States,2.75,Nicaragua,1,0
318,Chocolate Conspiracy,Peru,1259,2014,0.74,United States,2.75,Peru,1,0
319,Chocovivo,Tabasco,1522,2015,0.65,United States,2.5,Mexico,0,0
320,Chocovivo,Tabasco,1522,2015,0.75,United States,2.5,Mexico,1,0
321,Chuao Chocolatier,Choroni,445,2009,0.61,United States,3.0,Venezuela,2,0
322,Chuao Chocolatier (Pralus),Chuao,486,2010,0.77,United States,2.75,Venezuela,1,0
323,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,0.73,United States,3.5,Ecuador,0,0
324,Coleman & Davis,Sambirano,1646,2015,0.75,United States,3.0,Madagascar,0,0
325,Condor,Camino Verde,1630,2015,0.76,United States,3.5,Ecuador,0,0
326,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,0.78,United States,2.75,Vietnam,1,0
327,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.85,United States,3.25,Ecuador,1,0
328,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.73,United States,3.75,Ecuador,0,0
329,Dalloway,"Dominican Republic, batch 7",1928,2017,0.72,United States,2.75,Dominican Republic,0,0
330,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,0.7,United States,3.75,,0,0
331,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,0.7,United States,3.0,Belize,0,0
332,Dandelion,Maya Mountain,1219,2014,0.7,United States,3.5,Belize,0,0
333,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,0.7,United States,3.5,Ecuador,0,0
334,Dandelion,Buto,1303,2014,0.7,United States,2.75,Liberia,0,0
335,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,0.7,United States,3.75,Dominican Republic,0,0
336,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,0.7,United States,2.75,Venezuela,1,0
337,Dandelion,Patanemo,1026,2013,0.7,United States,3.25,Venezuela,0,0
338,Dandelion,"Mantuano, 2012",1085,2013,0.7,United States,3.5,Venezuela,0,0
339,Dandelion,Papua New Guinea,1153,2013,0.7,United States,3.5,Papua New Guinea,0,0
340,Dandelion,Upala,805,2012,0.7,United States,3.0,Costa Rica,2,0
341,Dandelion,Colombian,805,2012,0.7,United States,3.25,Colombia,0,0
342,Dandelion,"Elvesia, 2011",915,2012,0.7,United States,3.75,Dominican Republic,0,0
343,Dandelion,Dominican Republic,654,2011,0.7,United States,3.25,Dominican Republic,2,0
344,Dandelion,Madagascar,654,2011,0.7,United States,3.25,Madagascar,2,0
345,Dandelion,Tanzania,654,2011,0.7,United States,3.25,Tanzania,2,0
346,DAR,"Venezuela, batch 122",1920,2016,0.72,United States,2.75,Venezuela,0,0
347,DAR,Vietnam,1920,2016,0.72,United States,3.0,Vietnam,0,0
348,DAR,"DUO, batch 002",1920,2016,0.7,United States,3.25,"Ecuador, Costa Rica",0,0
349,Dark Forest,Bolivia,1708,2016,0.75,United States,3.25,Bolivia,0,0
350,Dark Forest,Madagascar,1550,2015,0.7,United States,3.0,Madagascar,0,0
351,Dark Forest,Ocumare,1550,2015,0.7,United States,3.25,Venezuela,0,0
352,Dark Forest,Tanzania,1554,2015,0.7,United States,3.0,Tanzania,0,0
353,Dark Forest,Ecuador,1554,2015,0.7,United States,3.25,Ecuador,0,0
354,Davis,Ghana,1093,2013,0.7,United States,2.5,Ghana,1,0
355,Davis,Rainforest,1093,2013,0.7,United States,2.75,Dominican Republic,1,0
356,Davis,Venezuela,1093,2013,0.7,United States,2.75,Venezuela,1,0
357,Davis,West Africa,907,2012,0.58,United States,3.25,West Africa,2,0
358,Dean and Deluca (Belcolade),Madagascar,170,2007,0.66,United States,2.5,Madagascar,2,0
359,Dean and Deluca (Belcolade),Costa Rica,175,2007,0.64,United States,3.0,Costa Rica,2,0
360,Dean and Deluca (Belcolade),Ecuador,175,2007,0.71,United States,3.0,Ecuador,2,0
361,Dean and Deluca (Belcolade),Ghana,175,2007,0.6,United States,3.0,Ghana,2,0
362,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,0.64,United States,3.0,Papua New Guinea,2,0
363,Dean and Deluca (Belcolade),Peru,180,2007,0.64,United States,3.0,Peru,2,0
364,DeVries,Bolivian,241,2008,0.8,United States,2.75,Bolivia,1,0
365,DeVries,Costa Rica,166,2007,0.77,United States,3.5,Costa Rica,2,0
366,DeVries,Dominican Republic,166,2007,0.77,United States,3.5,Dominican Republic,2,0
367,Dick Taylor,Lanquin Estate,1952,2017,0.7,United States,3.75,Guatemala,0,0
368,Dick Taylor,Tien Giang,1864,2016,0.78,United States,3.5,Vietnam,0,0
369,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,0.7,United States,3.75,Bolivia,0,0
370,Dick Taylor,Elvesia,1235,2014,0.74,United States,3.5,Dominican Republic,0,0
371,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,0.7,United States,3.25,Ecuador,0,0
372,Dick Taylor,Camino Verde,1193,2013,0.76,United States,3.5,Ecuador,0,0
373,Dick Taylor,Bolivia,895,2012,0.75,United States,2.75,Bolivia,1,0
374,Dick Taylor,Belize,955,2012,0.72,United States,2.75,Belize,1,0
375,Dick Taylor,Sambirano,661,2011,0.8,United States,2.75,Madagascar,1,0
376,Dick Taylor,Sambirano,661,2011,0.72,United States,3.0,Madagascar,2,0
377,Dick Taylor,Mantuano,682,2011,0.75,United States,2.75,Venezuela,1,0
378,Dick Taylor,La Red,769,2011,0.74,United States,3.0,Dominican Republic,1,0
379,Dick Taylor,Ecuador,769,2011,0.7,United States,3.25,Ecuador,2,0
380,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.7,United States,3.75,Hawaii,2,0
381,Dulcinea,Dominican Republic,1506,2015,0.7,United States,3.25,Dominican Republic,0,0
382,Durci,"Maranon, Joya Rara",1626,2015,0.7,United States,3.5,Peru,0,0
383,Durci,"Rio Caribe, Tepui Treasure",1626,2015,0.7,United States,3.5,Venezuela,0,0
384,Durci,Taino Secret,1630,2015,0.7,United States,3.25,Domincan Republic,0,0
385,Durci,"Carenero, Empyrean Sabor",1630,2015,0.7,United States,3.25,Venezuela,0,0
386,Durci,Corona Arriba,1630,2015,0.7,United States,4.0,Ecuador,0,0
387,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,0.72,United States,2.75,Peru,1,0
388,ENNA,"Wampusirpi, batch 007",1916,2016,0.75,United States,3.25,Honduras,0,0
389,Escazu,Rio Caribe,903,2012,0.7,United States,2.75,Venezuela,2,0
390,Escazu,Guapiles,414,2009,0.65,United States,2.0,Costa Rica,2,0
391,Escazu,Carenero Superior,423,2009,0.81,United States,3.5,Venezuela,1,0
392,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,0.74,United States,2.75,"Cost Rica, Ven",2,0
393,Escazu,Ocumare,252,2008,0.72,United States,3.0,Venezuela,2,0
394,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,0.55,United States,2.5,"Peru, Madagascar",2,0
395,Ethel's Artisan (Mars),Trinidad,666,2011,0.55,United States,2.5,Trinidad,2,0
396,Ethel's Artisan (Mars),Porcelana,666,2011,0.7,United States,2.5,Venezuela,1,0
397,Ethel's Artisan (Mars),Red Vanilla,666,2011,0.62,United States,2.75,,2,0
398,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,0.62,United States,2.5,"Venezuela, Trinidad",2,0
399,Ethereal,Belize,1275,2014,0.8,United States,3.0,Belize,1,0
400,Ethereal,Ecuador,1275,2014,0.8,United States,3.5,Ecuador,0,0
401,Ethereal,Dominican Republic,1275,2014,0.8,United States,3.75,Dominican Republic,0,0
402,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,0.75,United States,2.75,Brazil,1,0
403,Finca,Puerto Rico,1283,2014,0.65,United States,2.25,Puerto Rico,1,0
404,Finca,Dominican Republic,1283,2014,0.8,United States,3.0,Dominican Republic,1,0
405,Finca,Dominican Republic,1283,2014,0.7,United States,3.25,Dominican Republic,0,0
406,Finca,Dominican Republic,1287,2014,0.85,United States,2.5,Dominican Republic,1,0
407,French Broad,"Norandino, batch 161208",1940,2017,0.7,United States,3.5,Peru,0,0
408,French Broad,Guatemala,1634,2015,0.73,United States,3.5,Guatemala,0,0
409,French Broad,San Andres,1209,2014,0.8,United States,3.0,Costa Rica,1,0
410,French Broad,Matagalpa,1295,2014,0.68,United States,3.25,Nicaragua,0,0
411,French Broad,"Palo Blanco, Chulucanas",1042,2013,0.66,United States,3.5,Peru,0,0
412,French Broad,Tumbes Coop,883,2012,0.7,United States,2.5,Peru,1,0
413,French Broad,"Palo Blanco, Chulucanas",883,2012,0.61,United States,3.5,Peru,2,0
414,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,0.81,United States,2.0,Peru,1,0
415,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,0.7,United States,3.5,Peru,2,0
416,French Broad,La Red,785,2011,0.65,United States,3.5,Dominican Republic,2,0
417,Fresco,"Maranon, #228, MR, SC",1383,2014,0.7,United States,3.0,Peru,0,0
418,Fresco,"Maranon, #227, LR, MC",1383,2014,0.7,United States,3.5,Peru,0,0
419,Fresco,"Maranon, #229, MR, LC",1383,2014,0.7,United States,3.5,Peru,0,0
420,Fresco,"Maranon, #230, DR, LC",1387,2014,0.7,United States,3.5,Peru,0,0
421,Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,United States,3.25,Dominican Republic,0,0
422,Fresco,"Conacado, #224, MR, MC",1081,2013,0.72,United States,3.75,Dominican Republic,0,0
423,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,0.7,United States,3.75,Peru,0,0
424,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,0.7,United States,4.0,Peru,0,0
425,Fresco,"Markham Valley, #219, LR, MC",899,2012,0.69,United States,3.5,Papua New Guinea,0,0
426,Fresco,"Markham Valley, #221, DR, MC",899,2012,0.69,United States,3.5,Papua New Guinea,0,0
427,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,0.74,United States,4.0,Madagascar,0,0
428,Fresco,"Markham Valley, #220, MR, MC",927,2012,0.69,United States,4.0,Papua New Guinea,0,0
429,Fresco,"Markham Valley, #222, LR, 0C",931,2012,0.69,United States,3.0,Papua New Guinea,2,0
430,Fresco,"Ghana, #211, MR, MC",636,2011,0.74,United States,2.75,Ghana,1,0
431,Fresco,"Jamaica, #209, DR, SC",642,2011,0.7,United States,3.25,Jamaica,2,0
432,Fresco,"Conacado, #212, LR, SC",642,2011,0.72,United States,3.5,Dominican Republic,0,0
433,Fresco,"Jamaica, #210, DR, MC",642,2011,0.7,United States,3.5,Jamaica,2,0
434,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,0.74,United States,2.75,Madagascar,1,0
435,Fresco,"Conacado, #213, DR, -C",682,2011,0.72,United States,3.25,Dominican Republic,2,0
436,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,0.74,United States,3.0,Madagascar,1,0
437,Fresco,"Chuao, #218, MR, MC",745,2011,0.76,United States,3.25,Venezuela,1,0
438,Fresco,"Chuao, #217, DR, MC",745,2011,0.7,United States,4.0,Venezuela,0,0
439,Fresco,"Jamaica, #204, DR, SC",370,2009,0.8,United States,2.75,Jamaica,1,0
440,Fresco,"Jamaica, #206, DR, LC",370,2009,0.7,United States,3.0,Jamaica,2,0
441,Fresco,"Jamaica, #205, DR, MC",370,2009,0.7,United States,3.25,Jamaica,2,0
442,Fresco,"Carenero Superior, #203, MR, SC",370,2009,0.65,United States,3.5,Venezuela,2,0
443,Fruition,"Wild Bolivian, Batch 2",1780,2016,0.74,United States,3.75,Bolivia,0,0
444,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,0.74,United States,4.0,Costa Rica,0,0
445,Fruition,Gran Couva,1347,2014,0.7,United States,3.75,Trinidad,0,0
446,Fruition,Maranon,1359,2014,0.76,United States,3.0,Peru,1,0
447,Fruition,La Red,1046,2013,0.7,United States,3.75,Dominican Republic,0,0
448,Fruition,Camino Verde,1185,2013,0.75,United States,3.0,Ecuador,1,0
449,Fruition,Peru,863,2012,0.7,United States,2.5,Peru,1,0
450,Fruition,Signature Blend,753,2011,0.66,United States,3.25,Costa Rica,2,0
451,Fruition,Costa Rica,781,2011,0.7,United States,3.0,Costa Rica,2,0
452,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,0.85,United States,2.5,Hawaii,1,0
453,Glennmade,"Toledo District, 2015 Harvest",1848,2016,0.7,United States,3.5,Belize,0,0
454,Glennmade,Bahia,1672,2015,0.66,United States,3.0,Brazil,0,0
455,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,0.77,United States,2.75,Mexico,1,0
456,Goodnow Farms,"El Carmen, batch 1003",1924,2016,0.77,United States,3.25,Nicaragua,0,0
457,Goodnow Farms,"Asochivite, batch 1005",1924,2016,0.77,United States,3.25,Guatemala,0,0
458,Guittard,"Epique, Blend No. 49",1602,2015,0.7,United States,3.75,,0,0
459,Guittard,Haiti,1053,2013,0.65,United States,2.75,Haiti,2,0
460,Guittard,Nicaragua,1053,2013,0.65,United States,2.75,Nicaragua,2,0
461,Guittard,Jamaica,1053,2013,0.65,United States,3.25,Jamaica,0,0
462,Guittard,Ecuador,1053,2013,0.65,United States,3.5,Ecuador,0,0
463,Guittard,Coucher du Soleil,654,2011,0.72,United States,2.75,,1,0
464,Guittard,Lever du Soleil,654,2011,0.61,United States,3.25,,2,0
465,Guittard,Onyx,654,2011,0.72,United States,3.25,,2,0
466,Guittard,Trinidad,552,2010,0.65,United States,3.0,Trinidad,2,0
467,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,0.55,United States,3.0,Hawaii,2,0
468,Guittard,Nocturne,387,2009,0.91,United States,3.0,,1,0
469,Guittard,Complexite,387,2009,0.7,United States,3.5,,2,0
470,Guittard,Machu Pichu,259,2008,0.65,United States,3.0,Peru,2,0
471,Guittard,Special Maker Reserve,276,2008,0.64,United States,3.0,,2,0
472,Guittard,Ocumare,276,2008,0.65,United States,3.5,Venezuela,2,0
473,Guittard,Quetzalcoatl,147,2007,0.72,United States,3.5,,2,0
474,Guittard,Chucuri,15,2006,0.65,United States,3.0,Colombia,2,0
475,Guittard,Sur del Lago,87,2006,0.65,United States,2.5,Venezuela,2,0
476,Guittard,"Sambirano, Ambanja",87,2006,0.65,United States,3.5,Madagascar,2,0
477,Guittard,"Los Rios, Quevedo",93,2006,0.65,United States,3.5,Ecuador,2,0
478,Guittard,Tsaranta,93,2006,0.61,United States,3.5,,2,0
479,Guittard,Semisweet,99,2006,0.61,United States,3.0,,2,0
480,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,0.85,United States,3.25,Brazil,1,0
481,Harper Macaw,Brazil Blend,1696,2015,0.67,United States,3.0,Brazil,0,0
482,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,0.77,United States,3.5,Brazil,0,0
483,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,0.74,United States,3.5,Brazil,0,0
484,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,0.7,United States,3.25,Belize,0,0
485,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,0.74,United States,3.5,Costa Rica,0,0
486,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,0.67,United States,3.5,Bolivia,0,0
487,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,0.67,United States,3.0,Bolivia,0,0
488,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,0.67,United States,3.75,Ecuador,0,0
489,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,0.67,United States,3.75,Hawaii,0,0
490,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,0.72,United States,3.5,Hawaii,0,0
491,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,0.7,United States,3.5,Ecuador,0,0
492,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,0.77,United States,3.5,Ecuador,0,0
493,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,0.68,United States,3.75,Bolivia,0,0
494,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,0.72,United States,4.0,Bolivia,0,0
495,hello cocoa,Uganda,1458,2015,0.57,United States,2.75,Uganda,0,0
496,hello cocoa,Venezuela,1462,2015,0.74,United States,3.5,Venezuela,0,0
497,hexx,Tanzania,1546,2015,0.7,United States,2.75,Tanzania,0,0
498,hexx,Madagascar,1546,2015,0.74,United States,3.0,Madagascar,0,0
499,hexx,Venezuela,1546,2015,0.7,United States,3.0,Venezuela,0,0
500,hexx,Ecuador,1550,2015,0.73,United States,3.25,Ecuador,0,0
501,hexx,Peru,1550,2015,0.7,United States,3.25,Peru,0,0
502,Indaphoria,La Red,821,2012,0.7,United States,3.25,Dominican Republic,0,0
503,Indaphoria,"Conacado, Manifesto",907,2012,0.7,United States,2.75,Dominican Republic,2,0
504,Indi,Honduras,1255,2014,0.77,United States,3.0,Honduras,1,0
505,Isidro,Madagascar,1275,2014,0.72,United States,3.5,Madagascar,0,0
506,Isidro,Peru,1279,2014,0.72,United States,2.25,Peru,1,0
507,Isidro,Belize,1279,2014,0.72,United States,3.25,Belize,0,0
508,Isidro,Dominican Republic,1279,2014,0.72,United States,3.25,Dominican Republic,0,0
509,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,0.7,United States,3.5,Belize,0,0
510,Izard,"Elvesia P., Batch 32",1546,2015,0.7,United States,2.75,Dominican Republic,0,0
511,Jacque Torres,Trinatario Treasure,5,2006,0.71,United States,2.0,Ghana,2,0
512,Just Good Chocolate,Belize,1375,2014,0.7,United States,3.5,Belize,0,0
513,Just Good Chocolate,Madagascar,1375,2014,0.7,United States,3.5,Madagascar,0,0
514,Just Good Chocolate,Peru,1375,2014,0.7,United States,4.0,Peru,0,0
515,Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,0.7,United States,3.75,Dominican Republic,0,0
516,Kiskadee,"La Red, Guanconjeco",1251,2014,0.6,United States,3.0,Dominican Republic,0,0
517,Kto,San Martin,1422,2014,0.72,United States,2.5,Peru,1,0
518,Kto,Ocumare,1422,2014,0.72,United States,2.75,Venezuela,1,0
519,Kto,Belize,1422,2014,0.72,United States,3.0,Belize,0,0
520,Kto,Sambirano Valley,1422,2014,0.72,United States,3.25,Madagascar,0,0
521,Kto,Belize,1426,2014,0.9,United States,3.25,Belize,1,0
522,Kto,Elvesia,1426,2014,0.72,United States,3.25,Dominican Republic,0,0
523,Kto,ROIG,1426,2014,0.72,United States,3.25,Dominican Republic,0,0
524,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,0.7,United States,3.25,Haiti,0,0
525,K'ul,"Maranon, Fortunato No. 4",1852,2016,0.7,United States,2.75,Peru,0,0
526,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,0.7,United States,3.75,Ecuador,0,0
527,K'ul,"Bahia, Fazenda Camboa",1852,2016,0.7,United States,3.75,Brazil,0,0
528,Kyya,Uganda,1359,2014,0.725,United States,2.5,Uganda,1,0
529,Kyya,Hispaniola,1359,2014,0.725,United States,3.0,Dominican Republic,0,0
530,Kyya,Ecuador,1363,2014,0.725,United States,2.5,Ecuador,1,0
531,Kyya,Madagascar,1363,2014,0.725,United States,3.0,Madagascar,0,0
532,L.A. Burdick (Felchlin),Peru,891,2012,0.74,United States,3.25,Peru,0,0
533,L.A. Burdick (Felchlin),Brazil,891,2012,0.7,United States,4.0,Brazil,0,0
534,L.A. Burdick (Felchlin),Chuao,927,2012,0.68,United States,3.75,Venezuela,0,0
535,L.A. Burdick (Felchlin),Quito,682,2011,0.74,United States,3.75,Ecuador,0,0
536,L.A. Burdick (Felchlin),Grenada,576,2010,0.75,United States,3.25,Grenada,2,0
537,L.A. Burdick (Felchlin),Dominican Republic,576,2010,0.74,United States,3.75,Dominican Republic,0,0
538,L.A. Burdick (Felchlin),Venzuela,597,2010,0.71,United States,3.0,Venezuela,2,0
539,L.A. Burdick (Felchlin),Madagascar,431,2009,0.64,United States,3.5,Madagascar,2,0
540,L.A. Burdick (Felchlin),Bolivian,451,2009,0.68,United States,3.0,Bolivia,2,0
541,Lake Champlain (Callebaut),Tanzania,327,2009,0.75,United States,2.5,Tanzania,1,0
542,L'Amourette,Rugoso,1784,2016,0.8,United States,3.5,Nicaragua,0,0
543,L'Amourette,Carenero Superior,833,2012,0.75,United States,3.0,Venezuela,1,0
544,L'Amourette,Rio Caribe,833,2012,0.75,United States,3.0,Venezuela,1,0
545,L'Amourette,Blend,853,2012,0.72,United States,3.0,"Peru, Ecuador, Venezuela",0,0
546,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,0.7,United States,3.5,Honduras,0,0
547,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,0.7,United States,3.25,Belize,0,0
548,Letterpress,Liberia,1728,2016,0.7,United States,3.25,Liberia,0,0
549,Letterpress,Beniamo,1562,2015,0.7,United States,3.25,Bolivia,0,0
550,Letterpress,"San Juan Estate, Gran Couva",1562,2015,0.7,United States,3.5,Trinidad,0,0
551,Letterpress,San Andres,1566,2015,0.7,United States,3.0,Costa Rica,0,0
552,Letterpress,"La Red, Guaconejo",1566,2015,0.7,United States,3.25,Domincan Republic,0,0
553,Letterpress,Kokoa Kamili,1566,2015,0.7,United States,3.5,Tanzania,0,0
554,Letterpress,Maranura,1371,2014,0.7,United States,3.5,Peru,0,0
555,Lillie Belle,Perfect Illusion,855,2012,0.65,United States,3.5,Peru,0,0
556,Lillie Belle,"Bolivia, Wild Thing",903,2012,0.68,United States,3.5,Bolivia,0,0
557,Lillie Belle,La Selva,903,2012,0.68,United States,3.75,Peru,0,0
558,Lillie Belle,Purple Haze,947,2012,0.75,United States,2.75,"Venezuela, Dom. Rep.",1,0
559,Lillie Belle,"The Other One, Grand Cru",947,2012,0.74,United States,3.0,Dominican Republic,1,0
560,Lillie Belle,Wild Thing,947,2012,0.68,United States,3.5,Bolivia,0,0
561,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,0.7,United States,3.75,Hawaii,0,0
562,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.65,United States,3.25,Hawaii,0,0
563,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.75,United States,3.75,Hawaii,0,0
564,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,0.71,United States,3.0,Hawaii,0,0
565,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,0.72,United States,3.0,Hawaii,0,0
566,Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,0.7,United States,3.5,Hawaii,0,0
567,Love Bar,Nicaragua,1502,2015,0.75,United States,2.0,Nicaragua,1,0
568,Madre,Guadalcanal,1940,2017,0.73,United States,3.5,Solomon Islands,0,0
569,Madre,Puerto Rico,1085,2013,0.7,United States,2.75,Puerto Rico,1,0
570,Madre,Brazil,1085,2013,0.7,United States,3.5,Brazil,0,0
571,Madre,"Choobua, Kona",1089,2013,0.7,United States,2.75,Hawaii,1,0
572,Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,0.7,United States,2.75,Mexico,1,0
573,Madre,"Hamakua Coast, Kokoleka",991,2012,0.7,United States,3.25,Hawaii,0,0
574,Madre,"Criollo, Hawaii",995,2012,0.7,United States,3.25,Hawaii,0,0
575,Madre,Kaua'i,995,2012,0.7,United States,3.5,Hawaii,0,0
576,Madre,Dominican,672,2011,0.7,United States,2.5,Dominican Republic,1,0
577,Madre,Upala,693,2011,0.7,United States,2.75,Costa Rica,2,0
578,Madre,"Chiapas, Triple Cacao",607,2010,0.72,United States,2.75,Mexico,2,0
579,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,0.55,United States,3.5,Hawaii,2,0
580,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.55,United States,2.75,Hawaii,2,0
581,Mana,Ecuador,1446,2015,0.74,United States,2.5,Ecuador,1,0
582,Mana,Peru,1219,2014,0.74,United States,2.5,Peru,1,0
583,Mana,Venezuela,1219,2014,0.74,United States,2.75,Venezuela,1,0
584,Mana,Conacado,821,2012,0.74,United States,3.75,Dominican Republic,0,0
585,Manoa,Markham Valley,1522,2015,0.72,United States,3.5,Papua New Guinea,0,0
586,Manoa,Coto Brus,1522,2015,0.72,United States,3.75,Costa Rica,0,0
587,Manoa,"Waiahole, O'ahu",1089,2013,0.72,United States,3.75,Hawaii,0,0
588,Manoa,"Liberia, #174",1003,2012,0.72,United States,3.25,Liberia,0,0
589,Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,0.72,United States,2.75,Hawaii,1,0
590,Manoa,Piura,1007,2012,0.72,United States,3.0,Peru,0,0
591,Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,0.72,United States,3.25,Hawaii,0,0
592,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,0.75,United States,3.25,Vietnam,0,0
593,Map Chocolate,"ROIG, 2014",1474,2015,0.7,United States,3.5,Dominican Republic,0,0
594,Map Chocolate,"Maranon, 2014",1474,2015,0.62,United States,3.5,Peru,0,0
595,Map Chocolate,Ecuador,1478,2015,0.7,United States,3.5,Ecuador,0,0
596,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,0.7,United States,2.75,Trinidad,0,0
597,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,0.7,United States,3.5,Nicaragua,0,0
598,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,0.68,United States,3.5,Peru,0,0
599,Map Chocolate,Colombia,1610,2015,0.75,United States,2.75,Colombia,1,0
600,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,0.72,United States,3.0,Tanzania,0,0
601,Map Chocolate,Le Chocolat Chaud,1634,2015,0.78,United States,3.5,Honduras,0,0
602,Mars,"Matina 1-6, prototype",537,2010,0.65,United States,3.0,Costa Rica,2,0
603,Mars,Ivory Coast,544,2010,0.65,United States,3.0,Ivory Coast,2,0
604,Mars,Nigeria,544,2010,0.65,United States,3.25,Nigeria,2,0
605,Mars,"Ghana, prototype",544,2010,0.65,United States,3.5,Ghana,2,0
606,Marsatta,Dominican Republic,1189,2013,0.74,United States,2.25,Dominican Republic,1,0
607,Marsatta,Dominican Republic,1189,2013,0.89,United States,2.5,Dominican Republic,1,0
608,Mast Brothers,Guatemala,1450,2015,0.76,United States,3.0,Guatemala,1,0
609,Mast Brothers,Tanzania,1450,2015,0.74,United States,3.25,Tanzania,0,0
